,SAMPLE_NAME,SPEAK,DISTR,NOISE,DISTR_SNR,NOISE_SNR,ECHO,PESQ,STOI,SDR,SISDR,ESTOI,DNSMOS-P808,DNSMOS-SIG,DNSMOS-BAK,DNSMOS-OVR
1821,005463,P361,6019,PSTATION,-9.0,-17.0,False,2.0994298458099365,0.9574550986289978,15.17911434173584,14.637957572937012,0.8916922211647034,3.0779111044747487,3.1620537935960797,4.175222219040286,2.8790292697407223
1822,005466,P361,2952,TCAR,-13.0,-29.0,True,2.3561670780181885,0.9782107472419739,16.91594123840332,16.01812171936035,0.954650342464447,3.6936257566724504,3.887459938093119,4.2143016730347815,3.4320175446333794
1823,005469,P361,2952,TCAR,-3.0,-2.0,False,3.893110513687134,0.9988387227058411,25.5942440032959,25.017688751220703,0.9973754286766052,3.8274077687944685,3.987670167047408,4.517978779815146,3.6958495287792323
1824,005472,P272,1320,OHALLWAY,-3.0,-8.0,True,2.6239001750946045,0.9512735605239868,14.697275161743164,12.53213119506836,0.8831852078437805,3.5342297894614085,3.9761246573292945,4.464354054283548,3.707729035457416
1825,005475,P272,1320,OHALLWAY,-7.0,-26.0,False,2.0002095699310303,0.9331822395324707,14.193248748779297,13.807350158691406,0.8422489166259766,3.4302951948983327,3.9204560846068017,4.37657911617632,3.605563604506128
1826,005478,P260,7176,DWASHING,-4.0,-17.0,True,3.2127573490142822,0.9878377318382263,22.111675262451172,19.173059463500977,0.9594054818153381,3.595378739493234,3.690118433200044,4.329496694403777,3.445613354358568
1827,005481,P260,7176,DWASHING,-7.0,-2.0,False,3.329946994781494,0.9901654720306396,23.721654891967773,23.417146682739258,0.9671202301979065,3.5421297550201416,4.010994078126145,4.343581958816263,3.7320884533766403
1828,005484,P317,26,OHALLWAY,-13.0,-30.0,True,2.2836406230926514,0.9324018955230713,16.27443504333496,14.748387336730957,0.8827443718910217,2.381143569946289,3.939074355061027,4.50524957709936,3.602102325619863
1829,005487,P317,26,OHALLWAY,-8.0,-10.0,False,3.1272096633911133,0.9864417314529419,26.26700210571289,25.467472076416016,0.9734886288642883,2.5831924847194125,3.9754666196515793,4.50836585669648,3.7205018523030273
1830,005490,P361,226,SPSQUARE,-7.0,-27.0,True,1.945220947265625,0.9481247663497925,13.389785766601562,12.02012825012207,0.7832101583480835,3.3653585570199147,2.7520733780541753,4.187906761215651,2.5725327605498136
1831,005493,P361,226,SPSQUARE,-5.0,-15.0,False,2.511805772781372,0.9869773387908936,19.035436630249023,18.128206253051758,0.9010053277015686,3.6429830278669084,3.8219635813396207,4.426740101922533,3.526934111328258
1832,005496,P288,5049,DLIVING,-10.0,-17.0,True,2.066457509994507,0.9502987265586853,13.69743824005127,11.622830390930176,0.887316107749939,3.300278867994036,3.3017112670994146,3.938315294789817,2.9615992945143756
1833,005499,P288,5049,DLIVING,-6.0,-10.0,False,2.6737773418426514,0.9838783740997314,18.051389694213867,17.713756561279297,0.955889880657196,3.569274732044765,3.896671343010953,4.01501766436009,3.4754000973430474
1834,005502,P299,1116,PSTATION,-3.0,-17.0,True,2.2391271591186523,0.9189448952674866,14.986295700073242,13.835387229919434,0.8572953343391418,3.2002815178462436,3.3372011457503428,3.6862256220509955,2.8615557227994692
1835,005505,P299,1116,PSTATION,-14.0,-14.0,False,2.0354878902435303,0.9255469441413879,15.872206687927246,15.410968780517578,0.8553236126899719,3.2355034010750905,4.025796550140435,4.538317656965731,3.764665995402492
1836,005508,P317,7148,NFIELD,-3.0,-16.0,True,2.9751317501068115,0.924484372138977,21.711177825927734,18.473968505859375,0.7637883424758911,3.381326539175851,3.249146265971905,3.0575612413288478,2.5577103823401797
1837,005511,P317,7148,NFIELD,-8.0,-17.0,False,2.9107351303100586,0.9228718280792236,22.084314346313477,18.930936813354492,0.7502468228340149,3.437319244657244,3.422929787372461,3.482219445324108,2.9393975992189803
1838,005514,P272,1455,PCAFETER,-12.0,-1.0,True,2.3233842849731445,0.9191541075706482,11.253694534301758,10.299026489257812,0.8012927770614624,3.591622454779489,4.120067255327504,4.282335973100542,3.7322555166055773
1839,005517,P272,1455,PCAFETER,-7.0,-17.0,False,1.6107966899871826,0.9132056832313538,10.366951942443848,9.940617561340332,0.7863855361938477,3.581812926701137,4.060544277942684,4.003554217468659,3.5581463254845223
1840,005520,P299,83,TBUS,-3.0,-6.0,True,2.729459285736084,0.9727257490158081,14.715500831604004,12.784021377563477,0.9245489239692688,3.102278573172433,3.720892863900551,4.479292543322454,3.4394901363973154
1841,005523,P299,83,TBUS,-5.0,-3.0,False,3.9794952869415283,0.9985634088516235,27.25465965270996,26.427515029907227,0.99593186378479,3.3117854254586354,3.7516098122000776,4.328396450455807,3.452934512942639
1842,005526,P248,7067,NRIVER,-9.0,-5.0,True,2.716614246368408,0.9703942537307739,20.710968017578125,19.646484375,0.9306778907775879,3.061600923538208,3.9103135275258434,4.450983015564125,3.602300515347445
1843,005529,P248,7067,NRIVER,-11.0,-24.0,False,1.3202166557312012,0.7502058148384094,8.991775512695312,7.811954498291016,0.4644002616405487,2.2561822278159007,2.1925585508054968,3.71937362540931,1.9400401484205765
