,SAMPLE_NAME,SPEAK,DISTR,NOISE,DISTR_SNR,NOISE_SNR,ECHO,PESQ,STOI,SDR,SISDR,ESTOI,DNSMOS-P808,DNSMOS-SIG,DNSMOS-BAK,DNSMOS-OVR,PROCESSING_TIME
27,000081,P272,3982,SCAFE,-12.0,-23.0,False,1.5920122861862183,0.8079725503921509,8.916866302490234,8.487456321716309,0.6796242594718933,3.6994032519204274,4.177392398031664,4.468547210290073,3.8926928222692996,0.018406152725219727
28,000084,P361,4406,STRAFFIC,-15.0,-1.0,True,2.951075315475464,0.9804040193557739,17.013643264770508,15.832778930664062,0.9429054856300354,3.263329574040004,3.4580551424999393,4.033756024842485,3.096492036010528,0.016743183135986328
29,000087,P361,4406,STRAFFIC,-9.0,-7.0,False,3.786085367202759,0.9987738132476807,27.048866271972656,26.217769622802734,0.9925488829612732,3.2648909091949463,4.109952982001994,4.5063843587225,3.851594812784832,0.016945600509643555
30,000090,P269,103,TBUS,-1.0,-1.0,True,3.5460240840911865,0.9942058324813843,22.10950469970703,17.467477798461914,0.9890804290771484,2.7067676271711076,2.6962638132099017,3.9818448433098146,2.341811697219005,0.017312288284301758
31,000093,P269,103,TBUS,-4.0,-15.0,False,3.908371925354004,0.9995388388633728,27.0272274017334,25.60257911682129,0.9970070719718933,2.7378545829227994,2.978964514685277,4.138414400693824,2.641317243598952,0.01704692840576172
32,000096,P317,1320,TCAR,-10.0,-3.0,True,4.073970794677734,0.9248976111412048,25.92339515686035,20.918386459350586,0.8255985379219055,3.41733227457319,3.561993052177588,3.7057718027161473,3.1140024566482962,0.016684293746948242
33,000099,P317,1320,TCAR,-10.0,-7.0,False,4.020126819610596,0.9583008289337158,24.197467803955078,23.495800018310547,0.8620156645774841,3.4620536395481656,3.809063497518499,4.258920874766565,3.507049144673875,0.016573190689086914
34,000102,P272,4859,STRAFFIC,-8.0,-22.0,True,1.5591228008270264,0.8343978524208069,15.769100189208984,13.799640655517578,0.5777348279953003,3.677633830479213,3.595956182427343,4.299730441363885,3.1691867989100544,0.016578197479248047
35,000105,P272,4859,STRAFFIC,-8.0,-11.0,False,3.0635826587677,0.9702852964401245,23.542266845703125,23.01132583618164,0.8818241953849792,3.7713745662144254,3.3088628407978042,4.293073777718051,3.0717778870849815,0.017197370529174805
36,000108,P361,4160,NFIELD,-9.0,-8.0,True,3.5830209255218506,0.9957454800605774,21.7539005279541,19.650711059570312,0.9781111478805542,3.3027075358799527,4.00763450924244,4.567563505071306,3.735275572059682,0.01695561408996582
37,000111,P361,4160,NFIELD,-7.0,-27.0,False,2.4114537239074707,0.993749737739563,19.840965270996094,18.55173683166504,0.9318973422050476,3.3584966318947926,4.023200119223896,4.612387589726755,3.78379050716848,0.01678776741027832
38,000114,P288,5561,DWASHING,0.0,-15.0,True,3.886911153793335,0.9983065128326416,27.93226432800293,23.244714736938477,0.9922170042991638,3.6538818223135814,4.430202637543554,4.569394254950724,4.192413146692032,0.017607927322387695
39,000117,P288,5561,DWASHING,-11.0,-23.0,False,2.9773738384246826,0.9918340444564819,22.656543731689453,22.106815338134766,0.963768482208252,3.4625091552734375,4.092466940766096,4.080622564275649,3.6698581071192393,0.017177820205688477
40,000120,P248,3214,DWASHING,-13.0,-11.0,True,2.5135278701782227,0.9773576259613037,18.42741584777832,17.24810791015625,0.940445065498352,3.6265629700251987,3.4066317889957576,3.9309313541785182,2.952158330607436,0.017186641693115234
41,000123,P248,3214,DWASHING,-12.0,-5.0,False,4.04777193069458,0.9991745948791504,30.064388275146484,28.98682403564453,0.9954981803894043,3.5650485243116106,4.137686495311836,4.50134829824347,3.8641391892903663,0.01692652702331543
42,000126,P288,1447,SCAFE,-11.0,-28.0,True,1.587082862854004,0.8981077671051025,12.772061347961426,12.117240905761719,0.7734581828117371,3.098545108522688,3.0892418898393816,4.378739341109627,2.8379404462384707,0.016681909561157227
43,000129,P288,1447,SCAFE,-5.0,-17.0,False,2.8824095726013184,0.9805436730384827,21.17095184326172,20.775651931762695,0.9232093691825867,3.0435003553118025,3.142481320843396,4.409634210455804,2.938270053269106,0.016771793365478516
44,000132,P299,7859,SCAFE,-7.0,-10.0,True,3.210695266723633,0.9755270481109619,16.847352981567383,15.695585250854492,0.9576883912086487,3.117082323346819,3.289275515704694,4.108852054479313,2.9614608728024683,0.017005443572998047
45,000135,P299,7859,SCAFE,-2.0,-3.0,False,4.147242069244385,0.9977129697799683,26.74925422668457,26.265914916992188,0.9951456785202026,3.2235565185546875,3.6311262640676167,4.39692392946984,3.3531323487899134,0.016709327697753906
46,000138,P269,1284,PCAFETER,-7.0,-19.0,True,1.7956173419952393,0.9280506372451782,10.722918510437012,9.638819694519043,0.8215437531471252,3.806746925626482,4.018155335521455,4.527576353217059,3.764596058672672,0.017596721649169922
47,000141,P269,1284,PCAFETER,-7.0,-5.0,False,3.550201177597046,0.996085524559021,23.537572860717773,23.333559036254883,0.9855647087097168,3.8797414984021867,4.010699204838929,4.465790444076863,3.7527220653092033,0.016854286193847656
48,000144,P308,4051,STRAFFIC,-9.0,-11.0,True,3.1305415630340576,0.9895226955413818,20.783172607421875,18.726699829101562,0.9631806015968323,3.7838337080819264,4.045807180734237,4.650252369358759,3.82847764443161,0.016871929168701172
49,000147,P308,4051,STRAFFIC,-13.0,-27.0,False,1.877638578414917,0.8996982574462891,12.438247680664062,11.760231018066406,0.8031980991363525,3.4207033770424977,3.714739540725366,4.498273235231561,3.4994655082889987,0.01762557029724121
50,000150,P361,1841,SPSQUARE,-11.0,-20.0,True,2.697244644165039,0.9121326208114624,16.486526489257812,15.382670402526855,0.8100036382675171,3.1741042137145996,4.202105449735255,4.615555870217832,4.00546675944967,0.016938209533691406
51,000153,P361,1841,SPSQUARE,-9.0,-6.0,False,3.527348279953003,0.9710649847984314,24.166738510131836,23.47209930419922,0.9004300236701965,3.1996751853397916,4.270703870085439,4.580876545067776,4.033098643466032,0.01652812957763672
52,000156,P361,7302,OMEETING,-4.0,-18.0,True,2.785860538482666,0.9183607697486877,17.92952537536621,16.541839599609375,0.8303516507148743,2.9014082295554027,3.782528867807597,4.415285851861418,3.5014251489794965,0.016971111297607422
53,000159,P361,7302,OMEETING,-7.0,-3.0,False,3.6223933696746826,0.9722983837127686,27.998668670654297,27.767961502075195,0.9151215553283691,3.045663595199585,3.6148640127396634,4.258340501557824,3.3111162845724675,0.016852855682373047
54,000162,P361,7127,TCAR,-3.0,-10.0,True,3.339592933654785,0.9881694912910461,24.356521606445312,20.321786880493164,0.948125958442688,3.106867415564401,3.416661412170168,4.361470281210154,3.2159480451227895,0.016631603240966797
55,000165,P361,7127,TCAR,-9.0,-18.0,False,3.4632468223571777,0.98912113904953,26.806198120117188,24.001270294189453,0.9532803893089294,3.0586603028433665,3.4245147912819296,4.285850142694712,3.2114641902258643,0.016963481903076172
56,000168,P295,2830,NFIELD,-14.0,-9.0,True,2.843639373779297,0.9594411253929138,15.636280059814453,14.115711212158203,0.8737742900848389,3.1350374902997697,4.042455908013349,4.200622596716328,3.6461796691841157,0.016794204711914062
57,000171,P295,2830,NFIELD,-6.0,-8.0,False,3.958341598510742,0.9933705925941467,26.412059783935547,26.086658477783203,0.968430757522583,3.3120193481445312,4.354770731555743,4.323331427621586,4.007435143293857,0.016927480697631836
58,000174,P317,150,PSTATION,-15.0,-22.0,True,1.9957873821258545,0.8996235728263855,11.961851119995117,11.163614273071289,0.7381088733673096,3.2666631085532054,3.9237183770494286,4.3627190409067245,3.5953890121644085,0.016784191131591797
59,000177,P317,150,PSTATION,-1.0,-3.0,False,3.444944381713867,0.9756175875663757,24.533105850219727,24.28555679321289,0.9074459075927734,3.3489391803741455,4.194478067711967,4.399041437873899,3.8783514537045463,0.016668319702148438
60,000180,P288,7021,DLIVING,-3.0,-10.0,True,2.4570703506469727,0.9909276962280273,25.73595428466797,20.941545486450195,0.9641945958137512,2.8479001181466237,3.6454296036016376,4.501037630210196,3.315816157417784,0.016529083251953125
61,000183,P288,7021,DLIVING,-7.0,-27.0,False,2.047912359237671,0.939206600189209,19.13970947265625,18.275211334228516,0.8281574845314026,2.812166793005807,3.7196592419802506,4.300833612233721,3.415230166712204,0.017207860946655273
62,000186,P361,237,DKITCHEN,-15.0,-25.0,True,1.8248252868652344,0.9407210350036621,13.042482376098633,11.796555519104004,0.8162890076637268,2.98130430494036,3.8149719475608705,4.484899478153542,3.5371817979786444,0.01761317253112793
63,000189,P361,237,DKITCHEN,-11.0,-21.0,False,2.428030252456665,0.9748202562332153,19.61910057067871,18.662200927734375,0.9086675643920898,2.9769671303885326,3.831819065839322,4.448156419704824,3.5503438366336364,0.016614913940429688
64,000192,P299,1502,PSTATION,-10.0,-4.0,True,3.546701192855835,0.9977770447731018,25.335529327392578,23.112213134765625,0.991898238658905,3.051160608019148,3.5989953905584735,4.133975894511138,3.2567764272055157,0.01766347885131836
65,000195,P299,1502,PSTATION,-12.0,0.0,False,3.5298171043395996,0.9993168115615845,28.881397247314453,28.123987197875977,0.9978190660476685,3.0239549364362444,3.1746712108632766,4.0635235428622005,2.8405758712493467,0.016640901565551758
